 address,district_title,deputies
"вулиця Рівна 101, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 129, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 140, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 145, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 159, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 18, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 206, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 43а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 47а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 71, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 86, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рівна 93, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Різдвяна 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Різдвяна 37, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Річна 16, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Річна 3, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Річна 67, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 100, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 102, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 140, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 16а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 23, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 26, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Роздільна 39, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
